Firm;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004
NV;10030.7017872293;9932.5448161742;10102.0105643502;10423.6582439182;10485.6996695564;10743.3132469355;10985.9344991739;11421.3683889273;11635.7056882051;12408.5541226935;11921.9524337178;11683.6282748569;11484.6730886101;12359.5608863788;12790.572025697;16342.7847113943;21671.7122577867;25358.1305337403;27753.8080033321;25431.2845681032;22725.4264311097;22411.8108547653;17470.4982786986;18501.811219126;19320.6184771884;17301.8988838422;19653.6729283122;21938.5375411191;21588.7544040267;22384.0515474888;24385.6568102125;24135.4670804314;23860.0592838289;22088.1731667276;25021.505496733;27208.8402329648;30045.677662537;25952.9255712275;27162.1847547728;28346.0364986674;29828.2931368688;27571.231797362;32372.3199154042;28124.6576715156;27305.8681244147
NY;149690.834567972;147344.707313146;140434.850040949;143701.853990019;137302.681141568;135964.038409684;137683.433919749;134312.851871185;128102.729563922;123658.415263186;121237.047925564;125591.733380215;123707.094345129;128115.969490487;130776.153620873;145439.292036503;173748.596884799;178126.572379703;196654.563503161;183562.561714381;183126.086744505;145296.521125293;143751.109994971;147118.390560283;135225.188458854;117808.440315538;108708.903807683;124186.873566978;125611.223168194;139464.378305328;123259.36423066;117150.728794154;113932.197720478;117440.554970975;117548.765755626;129189.226254524;123230.679629383;136737.65586758;130147.244842253;136626.524558288;125393.74711717;122299.379658239;166573.196118095;111791.059025682;126395.391391929
OH;191094.859796612;198152.398196261;198664.904695882;206280.83784132;204203.370422651;211281.904486324;205924.155441142;218407.182015455;215673.838051733;217409.014647093;227158.364187304;213663.014267313;214923.684079695;220169.110899719;219266.152673246;235442.421863966;266910.616585865;266849.805415054;273635.544332282;256473.278860753;252499.889431749;236678.23838513;217073.233749065;211680.57418264;216739.107400797;192641.924378427;195269.202900433;196843.173027636;199317.439094559;194736.013308562;191178.478138379;188714.303181903;194432.33415365;207434.008131776;197065.013280834;190772.323917904;175680.623104305;185672.848613926;186458.133897605;193586.004616367;188735.402552003;173086.33526658;186293.863516967;180878.052534658;189799.437990009
OK;144535.917533151;132968.098443325;134918.237054462;137083.029913068;144100.637414459;149439.61082422;152693.729066582;154471.151932546;163798.054904146;170321.77529981;172121.898274364;169560.563171804;167536.400078367;164816.953172283;160225.31021178;171275.868940415;191952.324476281;185194.826360446;189641.451451229;168943.463419554;171344.211936315;165286.659578031;152662.102117327;151149.19386322;157182.1743695;141537.317095673;149130.294749498;155923.869966727;153977.274070671;152080.468422742;163388.848970546;165947.139048104;154045.475705573;157279.783864224;168900.972158873;195200.346391844;190497.407505053;191910.532583977;190668.701287138;188553.463177102;179825.31893149;182130.775192534;178641.339204756;185658.783602185;187766.248940008
OR;91694.1064633157;97344.2175540609;97179.8857416262;96954.4773177921;96842.8030123689;95430.3345222897;97452.5638655683;97792.1042455504;98685.9907521723;99047.2983269946;102244.964062378;104096.178203691;104239.299018591;107986.736360907;106458.790352013;120444.478883168;137342.405906583;144078.834384549;149223.861865886;142502.872382091;129697.299029684;125477.842891762;119868.035156329;116031.544308427;117982.566809715;106676.060898144;109761.735989649;111332.6650145;117857.388387215;119703.328783396;135440.104341745;139418.722735565;134399.078063934;123742.361804973;125116.494972888;133955.053156066;154427.930515416;140086.926611007;140617.087363912;142224.427364699;147106.123342833;156359.057987076;140829.122030356;137308.985323843;141810.961045094
PA;145701.229593495;140350.401631546;133432.968879984;135025.644335946;132349.471107762;124925.088300078;128499.390313776;125841.580404708;124560.644100437;123539.262851899;124868.970250795;118732.71789037;118235.825330913;122471.860360854;128146.778369314;149001.575754722;182755.190026315;189682.363387107;210938.867549588;192882.097167582;189233.613224674;171584.285704321;158525.429476018;157380.060218994;161020.609763744;142524.180212065;134892.4146272;153994.932725048;154857.412685315;154478.027014274;149035.928863595;144080.701369573;141882.813654844;150398.474122563;154045.480799193;171823.549688272;162411.131645194;181377.561047527;167985.298007245;178745.470412397;175423.399980373;159189.549372395;212396.023465495;146768.215330908;169929.163198889
RI;2890.93340472923;2778.73103139275;2475.15332692192;2522.49298547864;2529.8672757773;2799.33323664123;2691.64169658813;2451.70505658657;2298.35028149166;2217.00908906966;2150.63332631656;1993.38762775015;2033.58782749529;2113.93625760477;2118.61042590571;2132.21305886385;2614.21392772205;2619.42637566589;2726.73934998386;2524.48158963751;2236.64283923645;1963.63799294118;1700.32103283217;1696.11101017101;1781.10568011077;1600.45341670887;1593.27119970581;1796.330088317;1770.64485355376;1730.81060663862;1635.20044286729;1569.66731405892;1497.35406374106;1595.53784061567;1651.06361529398;1877.03203550076;1794.29962082274;2013.47552494886;1963.4955074966;2125.87811249434;1946.20334601817;1834.55585162291;2515.78636512715;1734.03327547434;1946.28316001859
SC;85013.4714769446;85140.39738916;87166.8421231154;88214.6375141856;91437.4696910072;91183.3380112473;93838.8872705245;95096.3206997153;95317.8105879466;84930.923498913;96682.9383880783;92567.1369729568;89039.760484132;87037.4860844192;87373.5127515093;80257.9050390585;88853.0278403535;88326.5162139195;88748.8573278295;88865.4415654936;77187.4946551929;71192.7815891541;66324.0280763022;63429.7398301826;62060.6148106351;56649.9025058393;55694.1501389628;55662.2330924644;55488.5043390101;56267.3020940586;56685.7849339364;59649.0304777608;57807.782499482;61086.1071543168;58347.7502949083;67743.2639028302;62927.0358817143;72413.011220745;73024.3385980654;70555.0885333617;71835.7006096234;64527.0196830928;79351.8981357011;68623.7699456341;79450.380699602
SD;158026.80183827;159459.971968088;160791.601262273;167869.717605101;176110.862437689;174657.360037396;181629.955324277;185512.228849368;181262.426351561;185185.980645679;172614.487027394;179514.367095867;174606.17963858;171983.896053894;181393.359416248;202284.85777315;220721.545791988;214354.883187065;219655.920562802;229592.218309886;216441.060541203;214147.980750879;210843.878091001;206966.012619587;212668.515103013;192006.705694304;201113.496682568;205305.676186026;199447.909276479;187466.545788486;189998.95541477;191153.679410134;187392.049157249;174027.944131815;184819.899263699;184154.792856686;182153.862455328;188462.969144277;196453.328930164;188377.151717449;206268.898809277;200972.825157201;220891.963158588;205484.694205279;204920.96551148
TN;100119.857610348;99329.4266037863;98610.7605555046;102011.636526425;103905.836313211;115816.734226923;123810.447927478;124823.613409442;126143.819877748;131405.390263128;136083.821614128;134478.571693244;134111.085928652;134987.34976656;136186.52891829;124097.825085418;138363.216136608;140410.763077069;133963.956882637;124534.624821334;118365.945938193;112715.196935519;108870.266493033;107874.829680995;108811.02276174;96853.6423517661;97354.0932373056;94798.6879778197;90771.847949452;87444.7576861247;88321.8283352461;89537.318068812;88164.115432303;95012.654514385;92723.1577504029;100720.530707259;93365.9503218222;100824.094044557;110265.227473899;112433.454872864;109431.156065083;104750.012990813;133461.342637522;96416.2031416507;102907.830474942
